Machine ID,Machine Type,Date,Shift,Temperature (°C),Vibration Level (mm/s),Energy Usage (kWh),Production Output (units),Downtime (minutes),Error Codes
M045,Weaving Machine,19-10-2024,Night,61.6,22.8,54,123,24,None
M045,Weaving Machine,22-09-2024,Morning,65.3,19.6,53,100,33,E02
M049,Printing Machine,20-10-2024,Night,86.9,13.1,50.1,140,57,E02
M012,Printing Machine,25-10-2024,Morning,80.7,14.3,34.3,67,53,E02
M010,Weaving Machine,29-09-2024,Night,73.4,13.3,45.4,51,56,E01
M011,Spinning Machine,03-10-2024,Night,86.8,19.8,35.3,6,51,E01
M012,Spinning Machine,10-10-2024,Night,80.5,21.2,50.8,127,24,E03
M006,Spinning Machine,29-10-2024,Morning,63.1,23.2,39.9,183,25,E03
M015,Spinning Machine,02-10-2024,Night,65.4,14.3,41.8,166,20,None
M027,Printing Machine,12-10-2024,Morning,84.3,22.7,41.7,116,57,None
M020,Weaving Machine,04-10-2024,Night,79,16.2,53.5,63,23,E01
M036,Dyeing Machine,05-10-2024,Evening,82.9,16.5,41.9,1,19,E03
M032,Spinning Machine,16-09-2024,Morning,67.6,13.6,38.9,29,38,E01
M049,Printing Machine,06-10-2024,Morning,65.9,16.4,47.2,166,14,E02
M012,Printing Machine,26-09-2024,Morning,74.9,22.5,50.3,7,47,E02
M047,Printing Machine,30-10-2024,Morning,62.9,16.7,57.9,60,49,E03
M032,Printing Machine,05-09-2024,Night,82.2,24.4,50.9,181,56,E02
M019,Spinning Machine,26-10-2024,Morning,68.4,10,39.3,117,13,E02
M001,Spinning Machine,02-10-2024,Night,67.2,10.9,51.9,65,9,E02
M033,Printing Machine,29-10-2024,Evening,85.2,14.2,48.5,106,52,E03
M024,Weaving Machine,20-09-2024,Night,75.5,23.4,54.3,1,38,E02
M001,Printing Machine,23-10-2024,Evening,60.9,10.5,30.1,178,37,None
M022,Weaving Machine,16-10-2024,Evening,86,20.5,52,189,47,E02
M029,Dyeing Machine,11-09-2024,Evening,74.2,11.8,37.2,135,54,E03
M024,Weaving Machine,14-10-2024,Night,86.1,24.2,54.1,78,51,E03
M044,Dyeing Machine,21-09-2024,Morning,85.5,12.5,40.5,168,9,E02
M011,Dyeing Machine,01-09-2024,Evening,80.2,20.6,33.7,4,59,E03
M036,Printing Machine,21-10-2024,Evening,62.1,18.6,54,197,0,None
M043,Weaving Machine,13-10-2024,Morning,79.5,19.3,39.1,119,33,E01
M001,Weaving Machine,31-10-2024,Night,83.8,13.9,30.9,171,10,E02
M012,Dyeing Machine,10-09-2024,Night,73,19,32.4,159,33,E01
M024,Printing Machine,30-09-2024,Morning,89.8,20.5,31.5,136,46,E02
M024,Dyeing Machine,03-10-2024,Night,62.1,22.6,46.3,42,35,E02
M022,Weaving Machine,08-09-2024,Evening,82.9,20.4,56.9,110,2,None
M022,Dyeing Machine,19-10-2024,Morning,67.1,13.9,39.3,22,42,E01
M010,Printing Machine,30-10-2024,Morning,62.4,10.3,31.1,36,59,E02
M049,Spinning Machine,09-09-2024,Morning,80.5,16.4,42.9,168,13,None
M018,Spinning Machine,09-10-2024,Morning,85.7,24.5,39.1,25,31,E01
M033,Printing Machine,03-09-2024,Evening,88,14.9,51,188,0,None
M018,Printing Machine,31-10-2024,Evening,78.5,12,37.4,181,46,E03
M009,Weaving Machine,11-10-2024,Night,81.7,23.8,52.7,120,13,E01
M020,Printing Machine,13-09-2024,Morning,85.6,22.1,32.1,8,39,E02
M037,Weaving Machine,29-09-2024,Morning,85.3,19.8,47.5,172,8,E01
M015,Dyeing Machine,06-09-2024,Morning,87.5,22.2,41.8,88,7,None
M048,Weaving Machine,23-10-2024,Evening,62.6,10.2,42.3,180,9,None
M035,Weaving Machine,12-09-2024,Morning,77,19,36.9,64,19,E03
M031,Printing Machine,06-09-2024,Evening,63.7,20.5,52.6,137,1,E02
M037,Weaving Machine,04-10-2024,Night,77.3,21.3,49.1,87,12,E03
M036,Dyeing Machine,31-10-2024,Evening,85.9,21,35.4,151,19,E03
M007,Spinning Machine,30-10-2024,Night,61.4,15,33.4,136,15,E01
M031,Spinning Machine,01-09-2024,Morning,60.1,18.8,57.5,26,44,None
M023,Dyeing Machine,19-10-2024,Morning,66.5,20.8,37.2,136,10,E02
M040,Weaving Machine,19-09-2024,Night,64.1,17,46.7,39,16,None
M046,Printing Machine,15-09-2024,Night,82.4,15.5,56.9,81,39,None
M028,Spinning Machine,15-09-2024,Evening,65.9,12,34.3,135,36,E01
M010,Printing Machine,13-10-2024,Night,89.5,13.8,52.5,150,22,E02
M040,Dyeing Machine,06-09-2024,Morning,78,10.7,54.9,186,20,E02
M015,Printing Machine,30-10-2024,Evening,73.9,16.3,53.2,194,32,E01
M043,Weaving Machine,14-10-2024,Evening,60.3,22.1,49.8,142,37,E03
M016,Spinning Machine,21-09-2024,Night,60.6,22.2,40.1,23,7,E02
M031,Weaving Machine,05-10-2024,Night,61.6,10.5,54.6,168,56,None
M031,Weaving Machine,28-09-2024,Evening,85.1,12,43.5,150,15,E02
M034,Weaving Machine,28-09-2024,Morning,69.1,10.5,56.5,155,8,None
M025,Spinning Machine,21-10-2024,Evening,77.7,20.3,36.1,89,10,E03
M032,Printing Machine,18-09-2024,Night,71.8,18.7,44.8,80,32,E01
M006,Dyeing Machine,27-10-2024,Morning,82.3,16.7,32.7,161,0,None
M028,Spinning Machine,07-10-2024,Morning,86.8,22.2,52.9,123,10,E01
M021,Dyeing Machine,16-10-2024,Night,70.5,11.3,32.4,0,27,E01
M035,Dyeing Machine,08-09-2024,Evening,89.9,16.1,40.3,187,44,E03
M029,Printing Machine,07-09-2024,Night,75.8,21,59.9,166,16,E01
M011,Printing Machine,06-09-2024,Evening,84.3,17.6,50.1,95,32,None
M004,Dyeing Machine,24-09-2024,Evening,67.7,14.8,42,91,18,E02
M024,Weaving Machine,27-09-2024,Morning,61,15.4,55.4,199,32,E03
M020,Spinning Machine,16-10-2024,Evening,78.7,24.2,52.5,93,5,E02
M035,Weaving Machine,28-09-2024,Morning,67.6,13.6,38.4,97,3,None
M024,Spinning Machine,15-10-2024,Morning,84.7,19.3,53.4,173,17,None
M040,Spinning Machine,01-09-2024,Evening,72.3,19.7,31.8,51,44,E02
M038,Spinning Machine,05-10-2024,Night,69,20.1,40.8,112,31,E02
M034,Weaving Machine,03-10-2024,Night,80.3,14.1,39.7,144,42,E03
M008,Printing Machine,18-09-2024,Evening,88.2,10.7,39.5,51,25,E02
M044,Printing Machine,14-10-2024,Night,78,24.7,36.2,43,56,None
M030,Weaving Machine,02-10-2024,Evening,66.7,10.5,56.7,51,19,E03
M006,Spinning Machine,21-09-2024,Evening,79.3,14.8,34.7,14,26,E03
M042,Weaving Machine,10-09-2024,Evening,70.1,13.1,52.4,133,49,E01
M035,Spinning Machine,10-10-2024,Morning,76.6,12.9,34.1,183,22,E03
M021,Weaving Machine,30-10-2024,Morning,70.6,20.6,35.9,185,6,E01
M002,Dyeing Machine,07-10-2024,Night,75.1,24.2,34.3,123,27,None
M044,Weaving Machine,08-09-2024,Morning,76.5,11.1,54.9,19,42,None
M039,Spinning Machine,06-10-2024,Morning,67.3,14.4,52.9,12,5,E03
M013,Spinning Machine,31-10-2024,Night,81.7,15.3,45.1,65,11,E03
M008,Weaving Machine,05-10-2024,Night,79.7,19.5,58.1,160,11,None
M050,Printing Machine,29-10-2024,Evening,60.8,24,31.6,118,3,E01
M019,Weaving Machine,07-10-2024,Night,79.3,14.4,58,101,30,E03
M022,Spinning Machine,13-10-2024,Evening,66.7,14.6,51.9,188,15,E01
M022,Printing Machine,15-10-2024,Morning,88,13.3,58.3,68,56,E03
M005,Weaving Machine,30-10-2024,Night,84.1,16.5,30.6,56,22,None
M025,Dyeing Machine,19-10-2024,Evening,64.5,17.8,31.3,88,57,None
M024,Dyeing Machine,11-09-2024,Night,89.6,12.5,31.5,77,37,None
M009,Dyeing Machine,14-09-2024,Morning,79.9,15.4,39.6,106,59,None
M001,Dyeing Machine,23-10-2024,Morning,73.3,19,36,56,35,None
M024,Spinning Machine,30-10-2024,Morning,60,12.2,50.2,162,24,E01
M014,Printing Machine,23-09-2024,Night,78.3,19.9,47.5,65,44,None
M039,Dyeing Machine,22-09-2024,Evening,63.5,24.3,35.2,82,26,E02
M001,Weaving Machine,01-09-2024,Morning,67.4,12.3,39.7,91,39,E01
M049,Spinning Machine,14-10-2024,Morning,62.2,24.3,57.5,35,42,E03
M021,Spinning Machine,19-10-2024,Night,70.4,13.8,51.4,165,38,E03
M047,Weaving Machine,29-10-2024,Morning,65.1,17.2,57.5,199,33,E03
M006,Spinning Machine,23-10-2024,Night,72.5,12.3,53,30,19,E01
M050,Dyeing Machine,05-10-2024,Morning,69.1,10.3,32.6,45,0,None
M012,Dyeing Machine,24-10-2024,Evening,62.3,21,45.4,76,13,E02
M018,Spinning Machine,27-09-2024,Night,83.1,21.9,49.6,15,48,None
M006,Dyeing Machine,14-10-2024,Morning,61.2,12,55.2,191,7,E02
M040,Weaving Machine,08-10-2024,Morning,60.3,12.6,50.5,24,42,None
M049,Dyeing Machine,03-09-2024,Night,68.5,15.1,43,46,37,E01
M008,Spinning Machine,19-09-2024,Night,68.7,10.9,52.9,158,30,E02
M025,Spinning Machine,23-10-2024,Night,81.2,21,43.3,97,44,None
M013,Printing Machine,06-09-2024,Morning,61.6,16.1,49.2,116,14,E02
M027,Printing Machine,05-09-2024,Night,62.8,24.6,56.5,129,51,E01
M041,Printing Machine,18-09-2024,Evening,77.7,19.3,40.7,193,9,E02
M041,Printing Machine,18-10-2024,Evening,71.4,12,43.4,78,10,E03
M044,Printing Machine,11-09-2024,Morning,71.9,14.6,36.1,172,33,E01
M030,Weaving Machine,08-09-2024,Morning,81.9,23.2,30.3,102,52,E01
M006,Dyeing Machine,29-09-2024,Night,84.6,11.9,42.4,200,43,E01
M005,Dyeing Machine,27-09-2024,Morning,82.5,22.3,46.2,53,22,None
M007,Spinning Machine,03-10-2024,Morning,71.6,10.4,48.4,92,46,E01
M046,Printing Machine,25-09-2024,Evening,79.7,17.8,35.8,185,9,E03
M043,Dyeing Machine,25-10-2024,Morning,83.8,20.6,40.8,150,34,E01
M033,Spinning Machine,06-09-2024,Night,83.8,24.5,37,95,15,None
M020,Spinning Machine,18-10-2024,Night,87,17.8,35.3,156,50,E03
M016,Spinning Machine,01-09-2024,Night,75.6,21.7,50.4,26,10,E02
M008,Dyeing Machine,16-09-2024,Evening,79.5,16.2,55,195,20,None
M032,Spinning Machine,01-10-2024,Morning,72.5,22.9,52.2,14,37,E02
M042,Dyeing Machine,29-09-2024,Morning,69.2,17.6,53.8,39,12,None
M016,Weaving Machine,25-09-2024,Morning,63.4,15.5,47.7,85,33,E01
M003,Dyeing Machine,20-10-2024,Morning,77.7,22.2,36.4,46,57,E01
M018,Weaving Machine,15-10-2024,Night,78.1,11.3,59.5,57,13,E01
M044,Printing Machine,14-10-2024,Evening,67.3,15.4,38,5,27,E02
M044,Dyeing Machine,28-10-2024,Night,62.1,24.3,57.2,165,26,None
M017,Printing Machine,10-09-2024,Night,86.7,10.6,31.5,183,2,E03
M022,Spinning Machine,22-10-2024,Evening,63.8,23,53,47,53,E01
M015,Weaving Machine,05-10-2024,Night,77,15.7,36.1,124,6,E02
M049,Printing Machine,26-09-2024,Evening,73.9,19.5,55.9,183,21,E03
M033,Printing Machine,29-09-2024,Evening,89.6,17.5,55.2,13,34,None
M008,Weaving Machine,06-09-2024,Night,70.3,17.6,30.4,40,50,E02
M034,Printing Machine,07-10-2024,Night,61.4,23.3,44.5,23,47,None
M035,Printing Machine,28-09-2024,Morning,67.2,24.6,41.6,71,45,None
M022,Dyeing Machine,01-10-2024,Night,62.4,17.3,50.2,15,51,None
M019,Spinning Machine,29-10-2024,Night,72.7,18.3,54.8,135,7,E03
M028,Dyeing Machine,17-09-2024,Night,70.5,14.9,56.3,23,59,None
M031,Weaving Machine,11-10-2024,Morning,87.2,12,43.4,135,58,E02
M021,Printing Machine,25-10-2024,Night,83.1,24.4,41.8,121,45,E03
M016,Dyeing Machine,02-10-2024,Night,70.8,14.9,59.8,102,7,E03
M038,Weaving Machine,15-10-2024,Night,64.8,19.6,44.4,153,23,E03
M033,Weaving Machine,07-10-2024,Morning,60.1,17.8,42.5,28,12,E02
M034,Printing Machine,21-10-2024,Morning,68.7,24.2,42.4,148,54,E02
M044,Weaving Machine,18-09-2024,Morning,81,21.7,38.9,77,36,E02
M048,Printing Machine,21-09-2024,Night,61.5,24.1,51.9,19,44,E02
M046,Dyeing Machine,17-10-2024,Night,89.1,14.1,55.7,178,18,E02
M005,Printing Machine,14-09-2024,Evening,85.1,21.3,39.7,33,50,E01
M047,Spinning Machine,01-09-2024,Morning,78.7,21.9,53.3,186,14,E02
M021,Dyeing Machine,22-10-2024,Evening,81.2,22.3,43.1,55,16,E03
M005,Spinning Machine,22-09-2024,Evening,76,18.7,33.4,179,22,None
M009,Printing Machine,08-10-2024,Morning,68.8,10.6,50.5,97,32,E02
M042,Weaving Machine,23-10-2024,Morning,74.5,23.6,54.9,40,39,E02
M024,Spinning Machine,19-09-2024,Morning,89.5,12,39.7,68,21,E01
M005,Spinning Machine,02-10-2024,Night,84.5,14,33.8,199,39,E02
M020,Dyeing Machine,29-10-2024,Morning,84.4,13,48.7,44,49,E01
M048,Spinning Machine,09-09-2024,Morning,78.3,23.1,49,147,44,E01
M008,Dyeing Machine,06-09-2024,Evening,74.3,12.1,52,87,2,E03
M005,Spinning Machine,14-10-2024,Evening,69.7,11.6,32,144,39,None
M021,Dyeing Machine,08-10-2024,Morning,78.5,20.9,59.7,180,24,E01
M029,Dyeing Machine,17-09-2024,Night,79.3,13.8,55.2,25,11,None
M049,Printing Machine,17-09-2024,Night,75.1,17.3,33.5,109,42,E01
M045,Spinning Machine,24-10-2024,Evening,85.6,22.1,47.3,30,33,None
M032,Dyeing Machine,08-09-2024,Night,84.2,15.6,30.1,52,43,E01
M035,Dyeing Machine,28-09-2024,Night,80.7,21.4,49.9,176,8,None
M013,Printing Machine,21-10-2024,Night,82.1,20.7,38,184,48,None
M024,Spinning Machine,21-09-2024,Morning,80.3,20.7,42.1,39,26,E03
M014,Spinning Machine,26-10-2024,Evening,85.7,24.5,59.9,60,47,E02
M042,Weaving Machine,04-10-2024,Morning,66.6,11,45.5,61,36,E01
M010,Dyeing Machine,12-09-2024,Evening,66.1,25,47.1,16,11,None
M039,Printing Machine,08-09-2024,Night,82.8,14.5,57.8,179,45,E01
M016,Printing Machine,25-10-2024,Night,65.6,10.2,52.8,195,7,E03
M004,Dyeing Machine,07-10-2024,Evening,75,17,40.2,181,57,E03
M045,Printing Machine,17-09-2024,Night,73.2,21.9,36.9,25,59,E02
M047,Printing Machine,21-09-2024,Evening,82.1,15.3,56.3,65,24,None
M049,Printing Machine,21-10-2024,Morning,62.9,10.3,57.3,101,60,E02
M023,Printing Machine,26-09-2024,Evening,85.8,10.4,47,179,10,E02
M036,Weaving Machine,24-10-2024,Evening,76.6,18.4,55.6,44,38,None
M050,Spinning Machine,06-09-2024,Morning,87.6,16.3,38.7,69,37,E03
M011,Weaving Machine,22-10-2024,Night,66.4,24.6,38,194,6,None
M034,Weaving Machine,06-10-2024,Evening,65.9,19.1,30.4,167,23,E01
M035,Spinning Machine,16-10-2024,Evening,79,18.1,39.7,128,37,E01
M002,Spinning Machine,20-09-2024,Evening,63.4,12.2,56.1,121,34,None
M045,Spinning Machine,01-10-2024,Morning,81.5,21,53.4,21,44,E01
M013,Weaving Machine,30-10-2024,Evening,74.3,20.3,48.6,133,8,E01
M030,Dyeing Machine,27-09-2024,Night,73.5,11.7,58.8,101,28,None
M018,Printing Machine,14-10-2024,Night,87.2,16.2,39.4,103,15,E03
M031,Printing Machine,16-09-2024,Night,86.5,22.1,33.8,79,3,E01
M036,Weaving Machine,18-10-2024,Night,70.7,18.6,47.3,127,0,None
M044,Weaving Machine,23-10-2024,Morning,89.9,19.3,51.4,154,28,E03
M036,Weaving Machine,22-10-2024,Evening,65.3,22.7,31.7,126,58,E03
M029,Printing Machine,08-10-2024,Night,86.9,24.9,55.7,58,32,None
M050,Spinning Machine,10-10-2024,Morning,73.3,23.2,33.7,13,32,E03
M009,Printing Machine,03-10-2024,Morning,60.9,15.3,35.9,169,17,None
M038,Dyeing Machine,30-10-2024,Evening,64.2,13.7,46.2,55,52,E01
M045,Spinning Machine,05-09-2024,Evening,87,12.2,55.7,156,25,E01
M036,Spinning Machine,15-09-2024,Morning,60.8,24.3,46.1,132,7,E01
M017,Weaving Machine,06-10-2024,Night,84,23.8,40.1,28,44,E02
M047,Dyeing Machine,14-10-2024,Morning,78.8,16.5,57.5,160,37,E02
M050,Dyeing Machine,09-10-2024,Night,86,17,55.3,16,47,E01
M007,Dyeing Machine,25-09-2024,Night,73.3,15.3,58,120,58,E01
M044,Spinning Machine,04-10-2024,Evening,60.7,15.5,31,97,39,E03
M040,Spinning Machine,14-09-2024,Morning,72.7,23.9,59.4,101,55,E01
M023,Spinning Machine,28-10-2024,Night,77.6,10.4,58.8,86,39,E01
M032,Printing Machine,05-09-2024,Morning,82.3,15.7,39.3,49,33,None
M005,Spinning Machine,17-09-2024,Morning,68.5,12.5,31.5,67,47,E02
M007,Weaving Machine,16-09-2024,Night,62.7,23,47.1,144,17,E01
M016,Spinning Machine,07-09-2024,Night,67,16.8,35.4,45,46,E02
M042,Weaving Machine,23-10-2024,Evening,73.1,16.4,32.4,117,16,E01
M050,Printing Machine,29-09-2024,Morning,87.2,19.5,32.9,117,57,E02
M011,Dyeing Machine,23-09-2024,Night,87.1,24.3,39.3,191,14,E02
M024,Dyeing Machine,08-10-2024,Morning,76.7,23.8,50,51,48,E03
M030,Spinning Machine,29-09-2024,Morning,83.1,24.1,56,97,53,E03
M012,Dyeing Machine,08-09-2024,Morning,84.9,16.9,38.4,43,40,None
M004,Spinning Machine,25-10-2024,Morning,87.8,10.6,49.1,172,26,None
M044,Spinning Machine,30-10-2024,Night,66.1,12.3,42.7,193,32,E03
M012,Spinning Machine,23-10-2024,Morning,62,18.1,49.4,22,58,E02
M034,Dyeing Machine,08-10-2024,Morning,80.5,12.1,59.8,20,43,E02
M034,Printing Machine,09-09-2024,Night,80.8,15,50,115,12,E01
M025,Printing Machine,20-10-2024,Night,81.1,20.1,36.3,127,6,None
M021,Printing Machine,20-10-2024,Morning,63.2,11.6,54.3,98,27,E02
M039,Dyeing Machine,13-10-2024,Night,64,17.5,33.2,43,52,E03
M050,Spinning Machine,12-10-2024,Morning,69.5,22.4,59.1,87,59,None
M049,Spinning Machine,21-09-2024,Evening,67.9,11.8,52.2,186,13,E02
M023,Dyeing Machine,25-10-2024,Morning,71.8,19.3,31.5,170,57,None
M046,Dyeing Machine,30-09-2024,Night,88.8,23.2,48.3,93,21,E03
M038,Printing Machine,31-10-2024,Night,69.2,13.5,47.5,64,7,E02
M020,Dyeing Machine,29-09-2024,Morning,78.7,12.9,59.8,190,53,E02
M030,Dyeing Machine,09-09-2024,Evening,67.5,24.2,50.7,72,49,E02
M015,Dyeing Machine,16-09-2024,Morning,62.4,20.5,42.4,192,58,E02
M048,Printing Machine,20-09-2024,Night,80.8,18.2,34.5,45,10,E02
M025,Dyeing Machine,02-10-2024,Evening,66.4,24.7,58.4,176,18,E02
M013,Dyeing Machine,25-09-2024,Morning,80.9,12.7,38.5,79,22,E01
M046,Spinning Machine,25-10-2024,Morning,65.1,24.9,43.6,172,34,E02
M016,Spinning Machine,09-09-2024,Morning,82.3,10,34.3,184,10,E02
M007,Weaving Machine,17-10-2024,Morning,82.9,18.4,48.3,71,52,E01
M048,Printing Machine,14-09-2024,Morning,67.6,24.8,30.3,39,4,E01
M019,Weaving Machine,06-10-2024,Night,71.9,22.5,54.3,23,22,None
M028,Printing Machine,06-09-2024,Morning,85.8,23.7,32.6,27,23,E02
M017,Printing Machine,07-09-2024,Night,81.7,22.5,47.9,82,55,E03
M010,Printing Machine,06-10-2024,Evening,67.8,12.7,59.8,37,8,None
M023,Dyeing Machine,04-09-2024,Evening,63.7,12.3,52.8,192,49,E01
M015,Weaving Machine,18-10-2024,Evening,68.3,11.8,32.2,156,10,E03
M013,Spinning Machine,27-10-2024,Evening,84.2,25,30.3,31,50,None
M030,Weaving Machine,05-10-2024,Evening,69.1,11.6,40.9,81,53,E02
M009,Spinning Machine,11-09-2024,Morning,79.9,15.9,32.2,90,8,E02
M046,Weaving Machine,21-10-2024,Morning,85.5,20.8,38.8,19,12,E01
M043,Printing Machine,04-09-2024,Morning,78.9,20.9,51.4,7,52,E02
M030,Dyeing Machine,08-10-2024,Morning,81.6,18.7,45,18,59,None
M001,Weaving Machine,25-10-2024,Night,61.4,22,45.7,127,35,E01
M023,Spinning Machine,20-10-2024,Evening,80.9,15.2,39.8,56,18,E01
M042,Spinning Machine,10-10-2024,Morning,69.2,20.9,44.5,117,13,E03
M048,Dyeing Machine,26-10-2024,Night,78.8,15.9,52.1,50,26,E01
M045,Weaving Machine,29-09-2024,Morning,64.5,13.4,48.5,136,10,E02
M044,Spinning Machine,19-09-2024,Evening,68.7,10.2,34.3,91,45,E02
M007,Dyeing Machine,01-09-2024,Night,73.9,22.2,40.6,167,25,None
M046,Dyeing Machine,30-09-2024,Night,66.9,15.2,52.9,18,37,E01
M045,Printing Machine,06-09-2024,Evening,77.9,15.2,34.9,2,16,E01
M018,Weaving Machine,25-10-2024,Morning,81.1,11.9,34.9,52,51,E03
M034,Dyeing Machine,17-09-2024,Evening,70.3,21,52.6,43,12,E01
M016,Printing Machine,15-10-2024,Night,84.1,23.1,52.7,118,46,E03
M025,Dyeing Machine,09-09-2024,Evening,68.7,19.6,48.1,48,33,None
M035,Spinning Machine,08-10-2024,Night,60.8,16.1,59.5,183,17,None
M014,Printing Machine,10-10-2024,Morning,62.3,17.3,38.4,39,37,E02
M023,Spinning Machine,15-09-2024,Evening,78.2,15.1,32.6,175,30,E01
M030,Spinning Machine,26-09-2024,Evening,79,18.4,39.5,35,13,E01
M035,Spinning Machine,03-09-2024,Night,82.2,16.7,40.1,26,10,E02
M024,Dyeing Machine,12-10-2024,Morning,65.3,18.1,46.4,150,24,E01
M050,Dyeing Machine,22-09-2024,Evening,72.8,19.6,32.4,41,11,E02
M013,Dyeing Machine,28-10-2024,Morning,68.8,15,54.2,123,13,E03
M028,Printing Machine,18-10-2024,Evening,76.3,13.2,54.1,165,60,None
M046,Printing Machine,02-10-2024,Evening,84.7,17.5,46.1,57,59,None
M009,Weaving Machine,26-10-2024,Evening,63.4,16.2,46.9,109,41,E02
M002,Printing Machine,30-10-2024,Morning,62.4,22,59.3,128,17,None
M001,Dyeing Machine,14-10-2024,Night,64.6,20.9,48.3,34,42,None
M050,Spinning Machine,27-09-2024,Morning,81.7,15.5,48.7,172,8,E01
M037,Spinning Machine,10-10-2024,Evening,81.6,20.6,59.3,179,19,E02
M029,Dyeing Machine,12-10-2024,Night,86.6,11.2,48.4,106,32,E03
M037,Spinning Machine,10-09-2024,Morning,89.9,24.5,51.5,194,21,E02
M020,Spinning Machine,07-09-2024,Night,72.8,11.8,45.5,159,26,None
M050,Weaving Machine,06-09-2024,Evening,82.6,21.5,37.8,192,38,E02
M009,Weaving Machine,07-09-2024,Night,63.4,10.5,43.5,81,23,E01
M032,Dyeing Machine,27-09-2024,Night,67.5,19.8,59.6,135,47,E01
M047,Printing Machine,12-09-2024,Evening,64.7,23.2,44.5,61,60,E02
M025,Printing Machine,10-10-2024,Morning,69.2,15,51,70,20,E03
M009,Printing Machine,02-09-2024,Night,79.7,14,30.9,144,5,E02
M033,Dyeing Machine,17-09-2024,Night,67.8,21,50.5,176,20,E01
M040,Weaving Machine,08-09-2024,Night,60.5,16.1,31,103,25,E01
M006,Dyeing Machine,19-10-2024,Evening,73.4,11.2,50.9,8,1,E03
M009,Weaving Machine,11-09-2024,Evening,65.6,23.2,42.6,171,2,None
M013,Weaving Machine,18-10-2024,Evening,89.4,20.3,45.4,190,21,None
M035,Spinning Machine,29-09-2024,Evening,67.2,19.6,34.8,36,59,E02
M043,Spinning Machine,25-09-2024,Morning,74.8,22.7,52.9,19,10,E03
M041,Dyeing Machine,27-10-2024,Night,74.8,24.6,35.6,74,15,E02
M010,Dyeing Machine,25-10-2024,Night,68,24.7,59,101,5,None
M024,Weaving Machine,08-10-2024,Evening,87.9,19.2,41,116,43,E02
M039,Spinning Machine,30-09-2024,Morning,64.9,23.6,39.3,187,13,E03
M036,Spinning Machine,20-09-2024,Evening,62,23.5,34.7,92,31,None
M022,Weaving Machine,26-09-2024,Morning,72.4,21.7,56.9,43,38,None
M011,Dyeing Machine,19-09-2024,Morning,72.5,16.7,53.2,104,53,E01
M039,Dyeing Machine,05-10-2024,Evening,85.6,19.9,39.9,72,55,None
M028,Dyeing Machine,14-09-2024,Evening,65.5,21.6,47.8,197,19,E01
M045,Printing Machine,22-09-2024,Evening,70.2,16.5,33.4,41,36,E03
M001,Spinning Machine,24-09-2024,Evening,66.6,18.8,53.7,57,31,E03
M001,Printing Machine,31-10-2024,Morning,89,21.9,45.5,194,59,E02
M028,Spinning Machine,26-09-2024,Morning,67.1,20.7,44.1,122,50,E01
M021,Spinning Machine,01-09-2024,Evening,65.4,18.6,42.7,172,2,None
M033,Dyeing Machine,25-09-2024,Evening,86.1,16.9,36.8,18,60,E02
M019,Printing Machine,11-10-2024,Night,65.2,10.2,50.1,73,57,None
M049,Printing Machine,27-10-2024,Night,65.4,11.8,49.4,50,60,E01
M046,Spinning Machine,13-09-2024,Night,78.2,12.3,34.3,153,4,E02
M037,Dyeing Machine,11-10-2024,Night,72.6,24.5,31.9,16,4,E02
M008,Dyeing Machine,11-10-2024,Morning,69.7,11.4,50.1,127,34,None
M035,Printing Machine,25-09-2024,Night,87.3,17.2,41.1,19,44,E01
M039,Weaving Machine,22-10-2024,Evening,67.1,15.7,44,63,3,E01
M012,Spinning Machine,21-09-2024,Night,77.1,13.6,47.9,169,59,None
M009,Spinning Machine,04-09-2024,Evening,66.9,13.2,42.3,158,1,None
M014,Printing Machine,18-10-2024,Night,62.1,24.8,34.1,114,53,E01
M038,Weaving Machine,05-10-2024,Morning,77.6,17.3,60,95,13,None
M006,Weaving Machine,02-09-2024,Night,63.5,20.2,34.8,16,29,None
M015,Spinning Machine,23-10-2024,Evening,61.8,16.1,38.1,122,53,E01
M050,Weaving Machine,24-09-2024,Evening,70.7,20.2,31.1,52,45,E01
M028,Weaving Machine,03-10-2024,Night,70.5,15.2,30.6,126,46,E02
M017,Printing Machine,21-09-2024,Morning,72.3,18.4,35.3,55,22,E01
M003,Dyeing Machine,28-09-2024,Evening,67.9,20.7,37.4,137,5,E01
M003,Dyeing Machine,05-09-2024,Night,76.7,24.6,49.8,81,51,E03
M017,Spinning Machine,09-10-2024,Night,73.6,16.4,38.7,176,58,E03
